probe_id,probe_version,probe_family,event_family,event_subtype,case_id,object_pair_id,target_object,reference_object,reference_frame,evidence_type,displayed_slot_labels_left_to_right,length_band,context_entity_order,last_mentioned_entity,target_entity_order,correct_target_for_context1,correct_target_for_context2,Target1,target1_relation_word,context1_target_relation,Context1,target_motion_left,target_start_left,target_start_label_left,target_end_left,target_end_label_left,reference_motion_left,reference_start_left,reference_start_label_left,reference_end_left,reference_end_label_left,initial_relation_left,final_relation_left,order_reversed_left,Target2,target2_relation_word,context2_target_relation,Context2,target_motion_right,target_start_right,target_start_label_right,target_end_right,target_end_label_right,reference_motion_right,reference_start_right,reference_start_label_right,reference_end_right,reference_end_label_right,initial_relation_right,final_relation_right,order_reversed_right,Context1_word_count,Context2_word_count,Target1_word_count,Target2_word_count
target_cross_inner__ball_cone__numbered_right_to_left__compact__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",compact,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The cone icon stays at 3. The ball icon moves from 2 to 4.",left,4,2,2,4,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The cone icon stays at 3. The ball icon moves from 4 to 2.",right,2,4,4,2,still,3,3,3,3,left,right,True,25,25,11,11
target_cross_inner__ball_cone__numbered_right_to_left__compact__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",compact,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The cone icon stays at 3. The ball icon moves from 2 to 4.",left,4,2,2,4,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The cone icon stays at 3. The ball icon moves from 4 to 2.",right,2,4,4,2,still,3,3,3,3,left,right,True,25,25,11,11
target_cross_inner__ball_cone__numbered_right_to_left__standard__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",standard,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen stays fixed. The ball icon moves from 2 to 4. The cone icon stays at 3.",left,4,2,2,4,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen stays fixed. The ball icon moves from 4 to 2. The cone icon stays at 3.",right,2,4,4,2,still,3,3,3,3,left,right,True,29,29,11,11
target_cross_inner__ball_cone__numbered_right_to_left__standard__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",standard,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen stays fixed. The ball icon moves from 2 to 4. The cone icon stays at 3.",left,4,2,2,4,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen stays fixed. The ball icon moves from 4 to 2. The cone icon stays at 3.",right,2,4,4,2,still,3,3,3,3,left,right,True,29,29,11,11
target_cross_inner__ball_cone__numbered_right_to_left__standard__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",standard,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen stays fixed. The cone icon stays at 3. The ball icon moves from 2 to 4.",left,4,2,2,4,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen stays fixed. The cone icon stays at 3. The ball icon moves from 4 to 2.",right,2,4,4,2,still,3,3,3,3,left,right,True,29,29,11,11
target_cross_inner__ball_cone__numbered_right_to_left__standard__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",standard,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen stays fixed. The cone icon stays at 3. The ball icon moves from 2 to 4.",left,4,2,2,4,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen stays fixed. The cone icon stays at 3. The ball icon moves from 4 to 2.",right,2,4,4,2,still,3,3,3,3,left,right,True,29,29,11,11
target_cross_inner__ball_cone__numbered_right_to_left__expanded__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",expanded,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen and viewpoint stay fixed. The ball icon starts at 2, then moves to 4. The cone icon starts at 3 and stays there.",left,4,2,2,4,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen and viewpoint stay fixed. The ball icon starts at 4, then moves to 2. The cone icon starts at 3 and stays there.",right,2,4,4,2,still,3,3,3,3,left,right,True,36,36,11,11
target_cross_inner__ball_cone__numbered_right_to_left__expanded__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",expanded,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen and viewpoint stay fixed. The ball icon starts at 2, then moves to 4. The cone icon starts at 3 and stays there.",left,4,2,2,4,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen and viewpoint stay fixed. The ball icon starts at 4, then moves to 2. The cone icon starts at 3 and stays there.",right,2,4,4,2,still,3,3,3,3,left,right,True,36,36,11,11
target_cross_inner__ball_cone__numbered_right_to_left__expanded__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",expanded,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen and viewpoint stay fixed. The cone icon starts at 3 and stays there. The ball icon starts at 2, then moves to 4.",left,4,2,2,4,still,3,3,3,3,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen and viewpoint stay fixed. The cone icon starts at 3 and stays there. The ball icon starts at 4, then moves to 2.",right,2,4,4,2,still,3,3,3,3,left,right,True,36,36,11,11
target_cross_inner__ball_cone__numbered_right_to_left__expanded__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,numbered_right_to_left,"5, 4, 3, 2, 1",expanded,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen and viewpoint stay fixed. The cone icon starts at 3 and stays there. The ball icon starts at 2, then moves to 4.",left,4,2,2,4,still,3,3,3,3,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: 5, 4, 3, 2, 1. The screen and viewpoint stay fixed. The cone icon starts at 3 and stays there. The ball icon starts at 4, then moves to 2.",right,2,4,4,2,still,3,3,3,3,left,right,True,36,36,11,11
target_cross_inner__ball_cone__lettered_positions__compact__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from D to B. The cone icon stays at C.",left,4,D,2,B,still,3,C,3,C,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from B to D. The cone icon stays at C.",right,2,B,4,D,still,3,C,3,C,left,right,True,25,25,11,11
target_cross_inner__ball_cone__lettered_positions__compact__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from D to B. The cone icon stays at C.",left,4,D,2,B,still,3,C,3,C,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The ball icon moves from B to D. The cone icon stays at C.",right,2,B,4,D,still,3,C,3,C,left,right,True,25,25,11,11
target_cross_inner__ball_cone__lettered_positions__compact__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The cone icon stays at C. The ball icon moves from D to B.",left,4,D,2,B,still,3,C,3,C,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The cone icon stays at C. The ball icon moves from B to D.",right,2,B,4,D,still,3,C,3,C,left,right,True,25,25,11,11
target_cross_inner__ball_cone__lettered_positions__compact__reference_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",compact,reference_first,target,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The cone icon stays at C. The ball icon moves from D to B.",left,4,D,2,B,still,3,C,3,C,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The cone icon stays at C. The ball icon moves from B to D.",right,2,B,4,D,still,3,C,3,C,left,right,True,25,25,11,11
target_cross_inner__ball_cone__lettered_positions__standard__target_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",standard,target_first,reference,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The ball icon moves from D to B. The cone icon stays at C.",left,4,D,2,B,still,3,C,3,C,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The ball icon moves from B to D. The cone icon stays at C.",right,2,B,4,D,still,3,C,3,C,left,right,True,29,29,11,11
target_cross_inner__ball_cone__lettered_positions__standard__target_first__reference_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",standard,target_first,reference,reference_first,Target1,Target2,The cone icon is to the right of the ball icon.,right,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The ball icon moves from D to B. The cone icon stays at C.",left,4,D,2,B,still,3,C,3,C,right,left,True,The cone icon is to the left of the ball icon.,left,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The ball icon moves from B to D. The cone icon stays at C.",right,2,B,4,D,still,3,C,3,C,left,right,True,29,29,11,11
target_cross_inner__ball_cone__lettered_positions__standard__reference_first__target_first,1.2,applied,target_crosses,inner_crossing,target_cross_inner,ball_cone,ball,cone,reader_view_fixed_screen,lettered_positions,"A, B, C, D, E",standard,reference_first,target,target_first,Target1,Target2,The ball icon is to the left of the cone icon.,left,left,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The cone icon stays at C. The ball icon moves from D to B.",left,4,D,2,B,still,3,C,3,C,right,left,True,The ball icon is to the right of the cone icon.,right,right,"Fixed screen slots, left to right: A, B, C, D, E. The screen stays fixed. The cone icon stays at C. The ball icon moves from B to D.",right,2,B,4,D,still,3,C,3,C,left,right,True,29,29,11,11
