probe_id,probe_version,probe_type,matched_group_id,condition_id,length_match_id,template_id,length_band,evidence_type,outcome,correct_target,name_id,name,object_id,object,numeric_case_id,unit,unit_id,unit_notation,unit_match_id,initial_distance,final_distance,signed_distance_change,movement_distance,object_stationary,passes_object,reference_order_id,wording_id,Context,Target1,Target2,Target3,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,Target3_word_count,Target3_char_count,Target3_token_count,Target3_conditional_token_count,probe_row_index
name_1__obj_bicycle__num_01__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__compact,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__farther__compact,85,97,12,12,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary bicycle: initially 85 metres, now 97 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,13,81,17,9,47,11,10,9,50,11,10,12,61,14,13,1099
name_1__obj_bicycle__num_01__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__compact,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__unchanged__compact,85,85,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary bicycle: initially 85 metres, now 85 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,13,81,17,9,47,11,10,9,50,11,10,12,61,14,13,1100
name_1__obj_bicycle__num_01__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__closer,85,73,-12,12,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 85 metres from a stationary bicycle. Jesse is now 73 metres from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,16,87,19,9,47,11,10,9,50,11,10,12,61,14,13,1101
name_1__obj_bicycle__num_01__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__farther,85,97,12,12,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 85 metres from a stationary bicycle. Jesse is now 97 metres from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,16,87,19,9,47,11,10,9,50,11,10,12,61,14,13,1102
name_1__obj_bicycle__num_01__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__unchanged,85,85,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 85 metres from a stationary bicycle. Jesse is now 85 metres from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,16,87,19,9,47,11,10,9,50,11,10,12,61,14,13,1103
name_1__obj_bicycle__num_01__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__expanded,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__closer__expanded,85,73,-12,12,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 85 metres from a bicycle that remained stationary. The distance between Jesse and that bicycle is now 73 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,22,133,25,9,47,11,10,9,50,11,10,12,61,14,13,1104
name_1__obj_bicycle__num_01__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__expanded,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__farther__expanded,85,97,12,12,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 85 metres from a bicycle that remained stationary. The distance between Jesse and that bicycle is now 97 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,22,133,25,9,47,11,10,9,50,11,10,12,61,14,13,1105
name_1__obj_bicycle__num_01__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__expanded,explicit_distance,name_1__obj_bicycle__num_01__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__explicit_distance__unchanged__expanded,85,85,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 85 metres from a bicycle that remained stationary. The distance between Jesse and that bicycle is now 85 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,22,133,25,9,47,11,10,9,50,11,10,12,61,14,13,1106
name_1__obj_bicycle__num_01__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__compact,movement_description,name_1__obj_bicycle__num_01__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__movement_description__closer__compact,85,73,-12,12,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 85 metres from a stationary bicycle, Jesse walked 12 metres directly toward it.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,14,88,16,9,47,11,10,9,50,11,10,12,61,14,13,1107
name_1__obj_bicycle__num_01__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__compact,movement_description,name_1__obj_bicycle__num_01__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__movement_description__farther__compact,85,97,12,12,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 85 metres from a stationary bicycle, Jesse walked 12 metres directly away from it.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,15,91,17,9,47,11,10,9,50,11,10,12,61,14,13,1108
name_1__obj_bicycle__num_01__movement_description__closer,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01,movement_description,name_1__obj_bicycle__num_01__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__movement_description__closer,85,73,-12,12,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 85 metres from a stationary bicycle. Jesse walked 12 metres directly toward the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,16,98,19,9,47,11,10,9,50,11,10,12,61,14,13,1109
name_1__obj_bicycle__num_01__movement_description__farther,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01,movement_description,name_1__obj_bicycle__num_01__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__movement_description__farther,85,97,12,12,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 85 metres from a stationary bicycle. Jesse walked 12 metres directly away from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,17,101,20,9,47,11,10,9,50,11,10,12,61,14,13,1110
name_1__obj_bicycle__num_01__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__expanded,movement_description,name_1__obj_bicycle__num_01__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__movement_description__closer__expanded,85,73,-12,12,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 85 metres from a bicycle that remained stationary. From that starting position, Jesse walked 12 metres directly toward the bicycle.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,23,152,27,9,47,11,10,9,50,11,10,12,61,14,13,1111
name_1__obj_bicycle__num_01__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__expanded,movement_description,name_1__obj_bicycle__num_01__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__movement_description__farther__expanded,85,97,12,12,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 85 metres from a bicycle that remained stationary. From that starting position, Jesse walked 12 metres directly away from the bicycle.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,24,155,28,9,47,11,10,9,50,11,10,12,61,14,13,1112
name_1__obj_bicycle__num_01__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__compact,orientation_control,name_1__obj_bicycle__num_01__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__orientation_control__unchanged__compact,85,85,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse, 85 metres from a stationary bicycle, turned around in place.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,11,67,15,9,47,11,10,9,50,11,10,12,61,14,13,1113
name_1__obj_bicycle__num_01__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01,orientation_control,name_1__obj_bicycle__num_01__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__orientation_control__unchanged,85,85,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Jesse was 85 metres from a stationary bicycle. Jesse turned around without changing position.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,14,93,17,9,47,11,10,9,50,11,10,12,61,14,13,1114
name_1__obj_bicycle__num_01__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_01__expanded,orientation_control,name_1__obj_bicycle__num_01__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_1,Jesse,obj_bicycle,bicycle,num_01,metres,unit_metres,word,name_1__obj_bicycle__num_01__orientation_control__unchanged__expanded,85,85,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Jesse was 85 metres from a bicycle that remained stationary. Jesse then turned to face the opposite direction, keeping both feet in the same place.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,26,158,30,9,47,11,10,9,50,11,10,12,61,14,13,1115
name_1__obj_bicycle__num_02__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_1__obj_bicycle__num_02__compact,explicit_distance,name_1__obj_bicycle__num_02__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_1,Jesse,obj_bicycle,bicycle,num_02,metres,unit_metres,word,name_1__obj_bicycle__num_02__explicit_distance__closer__compact,30,24,-6,6,True,False,person_relative_to_object,closer_farther_same_distance,"Jesse's distance from the stationary bicycle: initially 30 metres, now 24 metres.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,13,81,17,9,47,11,10,9,50,11,10,12,61,14,13,1116
