pair_id,probe_version,event_family,event_subtype,contrast,first_outcome,second_outcome,first_probe_id,second_probe_id,numeric_information,name_id,object_id,numeric_case_id,unit_id,context_entity_order,Context1,Context2,Target1,Target2,correct_target_for_context1,correct_target_for_context2
name_1__obj_cone__num_08__unit_inches__object_first__closer__vs__name_1__obj_cone__num_08__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_cone__num_08__unit_inches__object_first__closer,name_1__obj_cone__num_08__unit_inches__object_first__unchanged,specific,name_1,obj_cone,num_08,unit_inches,object_first,"The cone began 12 inches to the right of Jesse. The cone moved 1 inch right, and Jesse moved 9 inches right.","The cone began 12 inches to the right of Jesse. The cone moved 9 inches right, and Jesse moved 9 inches right.",Jesse is now closer to the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_08__unit_inches__object_first__farther__vs__name_1__obj_cone__num_08__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_cone__num_08__unit_inches__object_first__farther,name_1__obj_cone__num_08__unit_inches__object_first__unchanged,specific,name_1,obj_cone,num_08,unit_inches,object_first,"The cone began 12 inches to the right of Jesse. The cone moved 9 inches right, and Jesse moved 1 inch right.","The cone began 12 inches to the right of Jesse. The cone moved 9 inches right, and Jesse moved 9 inches right.",Jesse is now farther from the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_09__unit_metres__object_first__closer__vs__name_1__obj_cone__num_09__unit_metres__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_cone__num_09__unit_metres__object_first__closer,name_1__obj_cone__num_09__unit_metres__object_first__farther,specific,name_1,obj_cone,num_09,unit_metres,object_first,"The cone began 52 metres to the right of Jesse. The cone moved 1 metre right, and Jesse moved 29 metres right.","The cone began 52 metres to the right of Jesse. The cone moved 29 metres right, and Jesse moved 1 metre right.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,Target1,Target2
name_1__obj_cone__num_09__unit_metres__object_first__closer__vs__name_1__obj_cone__num_09__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_cone__num_09__unit_metres__object_first__closer,name_1__obj_cone__num_09__unit_metres__object_first__unchanged,specific,name_1,obj_cone,num_09,unit_metres,object_first,"The cone began 52 metres to the right of Jesse. The cone moved 1 metre right, and Jesse moved 29 metres right.","The cone began 52 metres to the right of Jesse. The cone moved 29 metres right, and Jesse moved 29 metres right.",Jesse is now closer to the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_09__unit_metres__object_first__farther__vs__name_1__obj_cone__num_09__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_cone__num_09__unit_metres__object_first__farther,name_1__obj_cone__num_09__unit_metres__object_first__unchanged,specific,name_1,obj_cone,num_09,unit_metres,object_first,"The cone began 52 metres to the right of Jesse. The cone moved 29 metres right, and Jesse moved 1 metre right.","The cone began 52 metres to the right of Jesse. The cone moved 29 metres right, and Jesse moved 29 metres right.",Jesse is now farther from the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_09__unit_ft__object_first__closer__vs__name_1__obj_cone__num_09__unit_ft__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_cone__num_09__unit_ft__object_first__closer,name_1__obj_cone__num_09__unit_ft__object_first__farther,specific,name_1,obj_cone,num_09,unit_ft,object_first,"The cone began 52 ft to the right of Jesse. The cone moved 1 ft right, and Jesse moved 29 ft right.","The cone began 52 ft to the right of Jesse. The cone moved 29 ft right, and Jesse moved 1 ft right.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,Target1,Target2
name_1__obj_cone__num_09__unit_ft__object_first__closer__vs__name_1__obj_cone__num_09__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_cone__num_09__unit_ft__object_first__closer,name_1__obj_cone__num_09__unit_ft__object_first__unchanged,specific,name_1,obj_cone,num_09,unit_ft,object_first,"The cone began 52 ft to the right of Jesse. The cone moved 1 ft right, and Jesse moved 29 ft right.","The cone began 52 ft to the right of Jesse. The cone moved 29 ft right, and Jesse moved 29 ft right.",Jesse is now closer to the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_09__unit_ft__object_first__farther__vs__name_1__obj_cone__num_09__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_cone__num_09__unit_ft__object_first__farther,name_1__obj_cone__num_09__unit_ft__object_first__unchanged,specific,name_1,obj_cone,num_09,unit_ft,object_first,"The cone began 52 ft to the right of Jesse. The cone moved 29 ft right, and Jesse moved 1 ft right.","The cone began 52 ft to the right of Jesse. The cone moved 29 ft right, and Jesse moved 29 ft right.",Jesse is now farther from the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_09__unit_inches__object_first__closer__vs__name_1__obj_cone__num_09__unit_inches__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_cone__num_09__unit_inches__object_first__closer,name_1__obj_cone__num_09__unit_inches__object_first__farther,specific,name_1,obj_cone,num_09,unit_inches,object_first,"The cone began 52 inches to the right of Jesse. The cone moved 1 inch right, and Jesse moved 29 inches right.","The cone began 52 inches to the right of Jesse. The cone moved 29 inches right, and Jesse moved 1 inch right.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,Target1,Target2
name_1__obj_cone__num_09__unit_inches__object_first__closer__vs__name_1__obj_cone__num_09__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_cone__num_09__unit_inches__object_first__closer,name_1__obj_cone__num_09__unit_inches__object_first__unchanged,specific,name_1,obj_cone,num_09,unit_inches,object_first,"The cone began 52 inches to the right of Jesse. The cone moved 1 inch right, and Jesse moved 29 inches right.","The cone began 52 inches to the right of Jesse. The cone moved 29 inches right, and Jesse moved 29 inches right.",Jesse is now closer to the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_09__unit_inches__object_first__farther__vs__name_1__obj_cone__num_09__unit_inches__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_cone__num_09__unit_inches__object_first__farther,name_1__obj_cone__num_09__unit_inches__object_first__unchanged,specific,name_1,obj_cone,num_09,unit_inches,object_first,"The cone began 52 inches to the right of Jesse. The cone moved 29 inches right, and Jesse moved 1 inch right.","The cone began 52 inches to the right of Jesse. The cone moved 29 inches right, and Jesse moved 29 inches right.",Jesse is now farther from the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_10__unit_metres__object_first__closer__vs__name_1__obj_cone__num_10__unit_metres__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_cone__num_10__unit_metres__object_first__closer,name_1__obj_cone__num_10__unit_metres__object_first__farther,specific,name_1,obj_cone,num_10,unit_metres,object_first,"The cone began 56 metres to the right of Jesse. The cone moved 1 metre right, and Jesse moved 9 metres right.","The cone began 56 metres to the right of Jesse. The cone moved 9 metres right, and Jesse moved 1 metre right.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,Target1,Target2
name_1__obj_cone__num_10__unit_metres__object_first__closer__vs__name_1__obj_cone__num_10__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_cone__num_10__unit_metres__object_first__closer,name_1__obj_cone__num_10__unit_metres__object_first__unchanged,specific,name_1,obj_cone,num_10,unit_metres,object_first,"The cone began 56 metres to the right of Jesse. The cone moved 1 metre right, and Jesse moved 9 metres right.","The cone began 56 metres to the right of Jesse. The cone moved 9 metres right, and Jesse moved 9 metres right.",Jesse is now closer to the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_10__unit_metres__object_first__farther__vs__name_1__obj_cone__num_10__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_cone__num_10__unit_metres__object_first__farther,name_1__obj_cone__num_10__unit_metres__object_first__unchanged,specific,name_1,obj_cone,num_10,unit_metres,object_first,"The cone began 56 metres to the right of Jesse. The cone moved 9 metres right, and Jesse moved 1 metre right.","The cone began 56 metres to the right of Jesse. The cone moved 9 metres right, and Jesse moved 9 metres right.",Jesse is now farther from the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_10__unit_ft__object_first__closer__vs__name_1__obj_cone__num_10__unit_ft__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_cone__num_10__unit_ft__object_first__closer,name_1__obj_cone__num_10__unit_ft__object_first__farther,specific,name_1,obj_cone,num_10,unit_ft,object_first,"The cone began 56 ft to the right of Jesse. The cone moved 1 ft right, and Jesse moved 9 ft right.","The cone began 56 ft to the right of Jesse. The cone moved 9 ft right, and Jesse moved 1 ft right.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,Target1,Target2
name_1__obj_cone__num_10__unit_ft__object_first__closer__vs__name_1__obj_cone__num_10__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_cone__num_10__unit_ft__object_first__closer,name_1__obj_cone__num_10__unit_ft__object_first__unchanged,specific,name_1,obj_cone,num_10,unit_ft,object_first,"The cone began 56 ft to the right of Jesse. The cone moved 1 ft right, and Jesse moved 9 ft right.","The cone began 56 ft to the right of Jesse. The cone moved 9 ft right, and Jesse moved 9 ft right.",Jesse is now closer to the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_10__unit_ft__object_first__farther__vs__name_1__obj_cone__num_10__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_cone__num_10__unit_ft__object_first__farther,name_1__obj_cone__num_10__unit_ft__object_first__unchanged,specific,name_1,obj_cone,num_10,unit_ft,object_first,"The cone began 56 ft to the right of Jesse. The cone moved 9 ft right, and Jesse moved 1 ft right.","The cone began 56 ft to the right of Jesse. The cone moved 9 ft right, and Jesse moved 9 ft right.",Jesse is now farther from the cone than before.,Jesse is now at the same distance from the cone as before.,Target1,Target2
name_1__obj_cone__num_10__unit_inches__object_first__closer__vs__name_1__obj_cone__num_10__unit_inches__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_cone__num_10__unit_inches__object_first__closer,name_1__obj_cone__num_10__unit_inches__object_first__farther,specific,name_1,obj_cone,num_10,unit_inches,object_first,"The cone began 56 inches to the right of Jesse. The cone moved 1 inch right, and Jesse moved 9 inches right.","The cone began 56 inches to the right of Jesse. The cone moved 9 inches right, and Jesse moved 1 inch right.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,Target1,Target2
