reference_probe_id,variant_probe_id,control,outcome,numeric_case_id,unit_id
name_1__obj_cone__direct_person_first__farther,name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther,direct_label_vs_event,farther,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther,name_1__obj_cone__reference_object_moves__farther__non_numeric,numeric_vs_non_numeric,farther,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__explicit_distance__farther,name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther,same_distances_different_event,farther,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__movement_description__farther,name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther,same_distances_different_mover_or_action,farther,num_07,unit_ft
name_1__obj_cone__direct_object_first__farther,name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther__object_first,direct_label_vs_event,farther,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther__object_first,name_1__obj_cone__reference_object_moves__farther__non_numeric__object_first,numeric_vs_non_numeric,farther,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__explicit_distance__farther,name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther__object_first,same_distances_different_event,farther,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__movement_description__farther,name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther__object_first,same_distances_different_mover_or_action,farther,num_07,unit_ft
name_1__obj_cone__direct_person_first__farther,name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther__expanded,direct_label_vs_event,farther,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther__expanded,name_1__obj_cone__reference_object_moves__farther__non_numeric__expanded,numeric_vs_non_numeric,farther,num_07,unit_ft
name_1__obj_cone__direct_object_first__farther,name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther__expanded__object_first,direct_label_vs_event,farther,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__reference_object_moves__farther__expanded__object_first,name_1__obj_cone__reference_object_moves__farther__non_numeric__expanded__object_first,numeric_vs_non_numeric,farther,num_07,unit_ft
name_1__obj_cone__direct_person_first__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__compact,direct_label_vs_event,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__compact,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric__compact,numeric_vs_non_numeric,unchanged,num_07,unit_ft
name_1__obj_cone__direct_object_first__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__compact__object_first,direct_label_vs_event,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__compact__object_first,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric__compact__object_first,numeric_vs_non_numeric,unchanged,num_07,unit_ft
name_1__obj_cone__direct_person_first__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged,direct_label_vs_event,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric,numeric_vs_non_numeric,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__explicit_distance__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged,same_distances_different_event,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__orientation_control__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged,same_distances_different_mover_or_action,unchanged,num_07,unit_ft
name_1__obj_cone__direct_object_first__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__object_first,direct_label_vs_event,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__object_first,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric__object_first,numeric_vs_non_numeric,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__explicit_distance__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__object_first,same_distances_different_event,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__orientation_control__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__object_first,same_distances_different_mover_or_action,unchanged,num_07,unit_ft
name_1__obj_cone__direct_person_first__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__expanded,direct_label_vs_event,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__expanded,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric__expanded,numeric_vs_non_numeric,unchanged,num_07,unit_ft
name_1__obj_cone__direct_object_first__unchanged,name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__expanded__object_first,direct_label_vs_event,unchanged,num_07,unit_ft
name_1__obj_cone__num_07__unit_ft__both_move_same_separation__unchanged__expanded__object_first,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric__expanded__object_first,numeric_vs_non_numeric,unchanged,num_07,unit_ft
name_1__obj_cone__direct_object_first__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__compact,direct_label_vs_event,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__compact,name_1__obj_cone__reference_object_moves__closer__non_numeric__compact,numeric_vs_non_numeric,closer,num_07,unit_inches
name_1__obj_cone__direct_person_first__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__compact__person_first,direct_label_vs_event,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__compact__person_first,name_1__obj_cone__reference_object_moves__closer__non_numeric__compact__person_first,numeric_vs_non_numeric,closer,num_07,unit_inches
name_1__obj_cone__direct_person_first__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer,direct_label_vs_event,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer,name_1__obj_cone__reference_object_moves__closer__non_numeric,numeric_vs_non_numeric,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__explicit_distance__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer,same_distances_different_event,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__movement_description__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer,same_distances_different_mover_or_action,closer,num_07,unit_inches
name_1__obj_cone__direct_object_first__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__object_first,direct_label_vs_event,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__object_first,name_1__obj_cone__reference_object_moves__closer__non_numeric__object_first,numeric_vs_non_numeric,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__explicit_distance__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__object_first,same_distances_different_event,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__movement_description__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__object_first,same_distances_different_mover_or_action,closer,num_07,unit_inches
name_1__obj_cone__direct_person_first__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__expanded,direct_label_vs_event,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__expanded,name_1__obj_cone__reference_object_moves__closer__non_numeric__expanded,numeric_vs_non_numeric,closer,num_07,unit_inches
name_1__obj_cone__direct_object_first__closer,name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__expanded__object_first,direct_label_vs_event,closer,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__closer__expanded__object_first,name_1__obj_cone__reference_object_moves__closer__non_numeric__expanded__object_first,numeric_vs_non_numeric,closer,num_07,unit_inches
name_1__obj_cone__direct_object_first__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__compact,direct_label_vs_event,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__compact,name_1__obj_cone__reference_object_moves__farther__non_numeric__compact,numeric_vs_non_numeric,farther,num_07,unit_inches
name_1__obj_cone__direct_person_first__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__compact__person_first,direct_label_vs_event,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__compact__person_first,name_1__obj_cone__reference_object_moves__farther__non_numeric__compact__person_first,numeric_vs_non_numeric,farther,num_07,unit_inches
name_1__obj_cone__direct_person_first__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther,direct_label_vs_event,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther,name_1__obj_cone__reference_object_moves__farther__non_numeric,numeric_vs_non_numeric,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__explicit_distance__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther,same_distances_different_event,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__movement_description__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther,same_distances_different_mover_or_action,farther,num_07,unit_inches
name_1__obj_cone__direct_object_first__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__object_first,direct_label_vs_event,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__object_first,name_1__obj_cone__reference_object_moves__farther__non_numeric__object_first,numeric_vs_non_numeric,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__explicit_distance__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__object_first,same_distances_different_event,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__movement_description__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__object_first,same_distances_different_mover_or_action,farther,num_07,unit_inches
name_1__obj_cone__direct_person_first__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__expanded,direct_label_vs_event,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__expanded,name_1__obj_cone__reference_object_moves__farther__non_numeric__expanded,numeric_vs_non_numeric,farther,num_07,unit_inches
name_1__obj_cone__direct_object_first__farther,name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__expanded__object_first,direct_label_vs_event,farther,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__reference_object_moves__farther__expanded__object_first,name_1__obj_cone__reference_object_moves__farther__non_numeric__expanded__object_first,numeric_vs_non_numeric,farther,num_07,unit_inches
name_1__obj_cone__direct_person_first__unchanged,name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged__compact,direct_label_vs_event,unchanged,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged__compact,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric__compact,numeric_vs_non_numeric,unchanged,num_07,unit_inches
name_1__obj_cone__direct_object_first__unchanged,name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged__compact__object_first,direct_label_vs_event,unchanged,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged__compact__object_first,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric__compact__object_first,numeric_vs_non_numeric,unchanged,num_07,unit_inches
name_1__obj_cone__direct_person_first__unchanged,name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged,direct_label_vs_event,unchanged,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged,name_1__obj_cone__both_move_same_separation__unchanged__non_numeric,numeric_vs_non_numeric,unchanged,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__explicit_distance__unchanged,name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged,same_distances_different_event,unchanged,num_07,unit_inches
name_1__obj_cone__num_07__unit_inches__orientation_control__unchanged,name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged,same_distances_different_mover_or_action,unchanged,num_07,unit_inches
name_1__obj_cone__direct_object_first__unchanged,name_1__obj_cone__num_07__unit_inches__both_move_same_separation__unchanged__object_first,direct_label_vs_event,unchanged,num_07,unit_inches
