control,base_probe_id,variant_probe_id,event_family,case_id,object_pair_id,evidence_type,length_band
evidence_type,static_offset__book_jar__named_shelves__compact__target_first__target_first,static_offset__book_jar__numbered_floors__compact__target_first__target_first,static_placement,static_offset,book_jar,named_shelves,compact
context_entity_order,static_offset__book_jar__named_shelves__compact__target_first__reference_first,static_offset__book_jar__named_shelves__compact__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
length_band,static_offset__book_jar__named_shelves__compact__target_first__reference_first,static_offset__book_jar__named_shelves__standard__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
length_band,static_offset__book_jar__named_shelves__compact__target_first__reference_first,static_offset__book_jar__named_shelves__expanded__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__target_first__reference_first,static_offset__book_jar__measured_height__compact__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__target_first__reference_first,static_offset__book_jar__numbered_steps__compact__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__target_first__reference_first,static_offset__book_jar__numbered_floors__compact__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
target_entity_order,static_offset__book_jar__named_shelves__compact__reference_first__target_first,static_offset__book_jar__named_shelves__compact__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
length_band,static_offset__book_jar__named_shelves__compact__reference_first__target_first,static_offset__book_jar__named_shelves__standard__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,compact
length_band,static_offset__book_jar__named_shelves__compact__reference_first__target_first,static_offset__book_jar__named_shelves__expanded__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__reference_first__target_first,static_offset__book_jar__measured_height__compact__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__reference_first__target_first,static_offset__book_jar__numbered_steps__compact__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__reference_first__target_first,static_offset__book_jar__numbered_floors__compact__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,compact
length_band,static_offset__book_jar__named_shelves__compact__reference_first__reference_first,static_offset__book_jar__named_shelves__standard__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
length_band,static_offset__book_jar__named_shelves__compact__reference_first__reference_first,static_offset__book_jar__named_shelves__expanded__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__reference_first__reference_first,static_offset__book_jar__measured_height__compact__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__reference_first__reference_first,static_offset__book_jar__numbered_steps__compact__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
evidence_type,static_offset__book_jar__named_shelves__compact__reference_first__reference_first,static_offset__book_jar__numbered_floors__compact__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,compact
context_entity_order,static_offset__book_jar__named_shelves__standard__target_first__target_first,static_offset__book_jar__named_shelves__standard__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,standard
target_entity_order,static_offset__book_jar__named_shelves__standard__target_first__target_first,static_offset__book_jar__named_shelves__standard__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__target_first__target_first,static_offset__book_jar__measured_height__standard__target_first__target_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__target_first__target_first,static_offset__book_jar__numbered_steps__standard__target_first__target_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__target_first__target_first,static_offset__book_jar__numbered_floors__standard__target_first__target_first,static_placement,static_offset,book_jar,named_shelves,standard
context_entity_order,static_offset__book_jar__named_shelves__standard__target_first__reference_first,static_offset__book_jar__named_shelves__standard__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__target_first__reference_first,static_offset__book_jar__measured_height__standard__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__target_first__reference_first,static_offset__book_jar__numbered_steps__standard__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__target_first__reference_first,static_offset__book_jar__numbered_floors__standard__target_first__reference_first,static_placement,static_offset,book_jar,named_shelves,standard
target_entity_order,static_offset__book_jar__named_shelves__standard__reference_first__target_first,static_offset__book_jar__named_shelves__standard__reference_first__reference_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__reference_first__target_first,static_offset__book_jar__measured_height__standard__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__reference_first__target_first,static_offset__book_jar__numbered_steps__standard__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,standard
evidence_type,static_offset__book_jar__named_shelves__standard__reference_first__target_first,static_offset__book_jar__numbered_floors__standard__reference_first__target_first,static_placement,static_offset,book_jar,named_shelves,standard
