probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,source_probe_id,source_probe_version,probe_type,source_scene_id,source_assumption,source_close_evidence_type,close_evidence_type,far_evidence_type,close_context_structure,far_context_structure,mode,wording_family_id,adjective_pair_id,close_target_repeats_context,far_target_repeats_context
paired__name_3__obj_ball__fronted_location__object_first__proximity_synonyms,1.0,generic_wording,wording_control,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Near Omar is the ball.,Distant from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,5,6,6,8,6,7,6,7,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,fronted_location,fronted_location,symmetric_pair,proximity_synonyms,near_distant,False,False
between_feet__name_3__obj_ball__physical_placement_fronted__object_first__close_distance_short_long,1.0,between_feet,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A short distance separates Omar and the ball.,Across the full length of a long gym from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,8,9,13,14,6,7,6,7,between_feet__name_3__obj_ball__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_short_long,short_long,False,False
paired__name_3__obj_ball__fronted_location__object_first__distance_short_long,1.0,generic_wording,wording_control,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A short distance separates Omar and the ball.,A long distance separates Omar and the ball.,The ball is close to Omar.,The ball is far from Omar.,8,9,8,9,6,7,6,7,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_short_long,short_long,False,False
between_feet__name_3__obj_ball__physical_placement_fronted__object_first__close_distance_small_large,1.0,between_feet,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,A small distance separates Omar and the ball.,Across the full length of a long gym from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,8,9,13,14,6,7,6,7,between_feet__name_3__obj_ball__physical_placement_fronted__object_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,distance_subject,fronted_location,close_only,distance_small_large,small_large,False,False
paired__name_3__obj_ball__fronted_location__object_first__distance_small_large,1.0,generic_wording,wording_control,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,A small distance separates Omar and the ball.,A large distance separates Omar and the ball.,The ball is close to Omar.,The ball is far from Omar.,8,9,8,9,6,7,6,7,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,distance_subject,distance_subject,symmetric_pair,distance_small_large,small_large,False,False
between_feet__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,between_feet,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Omar has the ball between their feet.,Omar is across the full length of a long gym from the ball.,Omar is close to the ball.,Omar is far from the ball.,7,9,13,15,6,8,6,8,between_feet__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,body_part,large_space_separation,person_subject,person_subject,original_baseline,original_placement,none,False,False
between_feet__name_3__obj_ball__physical_placement_person_subject__person_first__close_direct_labels,1.0,between_feet,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Omar is close to the ball.,Omar is across the full length of a long gym from the ball.,Omar is close to the ball.,Omar is far from the ball.,6,8,13,15,6,8,6,8,between_feet__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,explicit_relation,large_space_separation,person_subject,person_subject,close_only,direct_labels,close_far,True,False
paired__name_3__obj_ball__person_subject__person_first__direct_labels,1.0,generic_wording,wording_control,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Omar is close to the ball.,Omar is far from the ball.,Omar is close to the ball.,Omar is far from the ball.,6,8,6,8,6,8,6,8,,,close_far_symmetric_wording,,,,explicit_relation,explicit_relation,person_subject,person_subject,symmetric_pair,direct_labels,close_far,True,True
between_feet__name_3__obj_ball__physical_placement_person_subject__person_first__close_proximity_synonyms,1.0,between_feet,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Omar is near the ball.,Omar is across the full length of a long gym from the ball.,Omar is close to the ball.,Omar is far from the ball.,5,7,13,15,6,8,6,8,between_feet__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,proximity_synonym,large_space_separation,person_subject,person_subject,close_only,proximity_synonyms,near_distant,False,False
paired__name_3__obj_ball__person_subject__person_first__proximity_synonyms,1.0,generic_wording,wording_control,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Omar is near the ball.,Omar is distant from the ball.,Omar is close to the ball.,Omar is far from the ball.,5,7,6,8,6,8,6,8,,,close_far_symmetric_wording,,,,proximity_synonym,proximity_synonym,person_subject,person_subject,symmetric_pair,proximity_synonyms,near_distant,False,False
between_feet__name_3__obj_ball__physical_placement_person_subject__person_first__close_distance_short_long,1.0,between_feet,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Omar and the ball are separated by a short distance.,Omar is across the full length of a long gym from the ball.,Omar is close to the ball.,Omar is far from the ball.,10,12,13,15,6,8,6,8,between_feet__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,coordinated_entities,person_subject,close_only,distance_short_long,short_long,False,False
paired__name_3__obj_ball__person_subject__person_first__distance_short_long,1.0,generic_wording,wording_control,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Omar and the ball are separated by a short distance.,Omar and the ball are separated by a long distance.,Omar is close to the ball.,Omar is far from the ball.,10,12,10,12,6,8,6,8,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_short_long,short_long,False,False
between_feet__name_3__obj_ball__physical_placement_person_subject__person_first__close_distance_small_large,1.0,between_feet,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,gym,Close is stated or paraphrased directly; source placement wording is replaced.,True,False,Omar and the ball are separated by a small distance.,Omar is across the full length of a long gym from the ball.,Omar is close to the ball.,Omar is far from the ball.,10,12,13,15,6,8,6,8,between_feet__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_symmetric_wording,between_feet,Body-part location anchors the object to the person.,body_part,distance_magnitude_phrase,large_space_separation,coordinated_entities,person_subject,close_only,distance_small_large,small_large,False,False
paired__name_3__obj_ball__person_subject__person_first__distance_small_large,1.0,generic_wording,wording_control,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,body_part,unspecified,Both distance relations are stated or paraphrased; no source placement or setting is specified.,False,False,Omar and the ball are separated by a small distance.,Omar and the ball are separated by a large distance.,Omar is close to the ball.,Omar is far from the ball.,10,12,10,12,6,8,6,8,,,close_far_symmetric_wording,,,,distance_magnitude_phrase,distance_magnitude_phrase,coordinated_entities,coordinated_entities,symmetric_pair,distance_small_large,small_large,False,False
